AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,MANTEQUERA,S,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MUNDO NUEVO,S,S,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO GRANDE,S,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA LUCÍA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ISLAS DEL ROSARIO,S,S,S,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,S,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,RIONUEVO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TRES CRUCES,N,N,N,N,N,N
2015,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,LA BOQUILLA,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,NUEVA ESPERANZA,S,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,PEÑONCITO,S,S,N,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,S,S,S,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,LA PASCUALA,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,OLIVARES,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SAN IGNACIO,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL MAJAGUA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,N,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN ESTANISLAO,N,LAS PIEDRAS,S,N,N,N,N,N
2019,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBACO,S,TURBACO,S,S,N,N,S,N
2018,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,N,S,S,N,N,N
2019,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO,S,S,S,N,S,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,S,PINILLOS,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,LOS MANGOS,S,S,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MUNDO NUEVO,S,S,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TACUYALTA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA CATALINA,N,LOMA DE ARENA,S,S,S,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,CARMEN DEL CICUCO,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,CERRO DE LAS AGUADAS,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,NUEVA JERUSALÉN,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TRES CRUCES,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PALOMINO,S,S,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,GUAIMARAL,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,S,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN JOSÉ DEL PEÑÓN (LAS PORQUERAS),S,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,EL CARMEN,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,N,SAN FRANCISCO (SOLABANDA),S,S,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,ARMENIA,S,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,RIONUEVO,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TURBACO,N,SAN JOSÉ DE CHIQUITO,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,S,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL MAJAGUA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN RAFAEL DE CORTINA,S,S,N,N,N,N
2019,1,AVANTEL S.A.S,BOLÍVAR,MAHATES,S,MAHATES,N,N,N,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,CASCAJAL,S,S,S,N,N,N
2017,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,EL GUAMO,S,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,SAN FRANCISCO DE LOBA,S,S,N,N,N,N
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,VILLANUEVA,S,VILLANUEVA,S,S,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,ANCÓN,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SAN NICOLÁS,N,N,N,N,N,N
2017,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,N,SAN BASILIO DE PALENQUE,N,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA MÓNICA,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,S,S,S,N,S,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,HATILLO,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAUSADO,S,S,N,N,N,N
2016,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2020,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,S,S,S,N,S,N
2016,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CICUCO,S,CICUCO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,SANTA ANA,S,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LETICIA,S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA LUCÍA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,LA PACHA,S,S,N,N,N,N
2016,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,VILLANUEVA,S,VILLANUEVA,S,S,S,N,N,N
2016,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,HENEQUÉN,N,S,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,NO HAY COMO DIOS,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CANTERA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,LOS MANGOS,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,LA RIBONA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,MANTEQUERA,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SANTA LUCÍA,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,SAN JOSÉ DEL PLAYÓN,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,LA VENTURA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,SANTO DOMINGO,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,SANTA ELENA,N,N,N,N,N,N
2016,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,PALO ALTICO,S,N,N,N,N,N
2017,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,BARÚ,S,S,S,N,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,TALAIGUA VIEJO,S,S,N,N,S,N
2019,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,BAJO GRANDE,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,ÑANGUMA,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LAS MARÍAS,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,VIDA TRANQUILA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LA MONTAÑA DE ALONSO (MARTÍN ALONSO),N,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN MARTÍN DE LOBA,S,SAN MARTÍN DE LOBA,S,S,S,N,N,N
2019,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,EL CUATRO,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,ANIMAS BAJAS,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,PALMARITO,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,TACALOA,S,S,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARJONA,S,ARJONA,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN RAFAEL DE CORTINA,S,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MARQUEZ,S,S,S,N,S,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,NO HAY COMO DIOS,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,PARAÍSO,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,COLÚ,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,LA PACHA,S,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,S,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA TERESITA,S,S,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SANAHUARE,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,PUERTO ESPAÑA,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PUEBLO NUEVO CERRO DE JULIO,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA ROSA,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,N,COLORADO,S,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,COLORADO,S,S,N,N,N,N
2019,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,BARÚ,S,S,S,N,S,N
2015,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,PONTEZUELA,N,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MAJAGUAS,S,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,S,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TACUYALTA,N,N,N,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,S,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,EL BARRANCO,N,N,N,N,N,N
2020,4,AVANTEL S.A.S,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,N,N,N,N,N,N
2016,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,S,N,N,N
2017,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,BARÚ,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,S,N,S,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BARRANCA DE YUCA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,PRIMERO DE JULIO,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,S,S,N,N,N,N
2019,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,N,N,N,N,N,N
2016,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,SANTA ROSA,S,SANTA ROSA,S,S,S,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,BUENAVISTA,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,ISLA DE PERICO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN JOSÉ DE LAS MARTAS,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,COLORADO,S,S,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA MÓNICA,N,N,N,N,N,N
2017,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN MARTÍN DE LOBA,S,SAN MARTÍN DE LOBA,S,S,S,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL NÍSPERO,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA JAGUA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,S,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,LAS CHARQUITAS,S,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LETICIA,S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL LIMÓN,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,TACASALUMA,N,N,N,N,N,N
2020,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,S,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,POZO AZUL,N,N,N,N,N,N
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,N,MALAGANA,S,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN FRANCISCO,S,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,BOCAS DE SOLIS,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,S,S,S,N,S,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,CARMEN DEL CICUCO,S,S,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARJONA,N,CRUZ DEL VIZO,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,SAN JOSÉ DEL PLAYÓN,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MUNGUIA,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,CORCOVADO,N,N,N,N,N,N
2016,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LAS CONCHITAS,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,RANGEL,S,N,N,N,N,N
2020,3,AVANTEL S.A.S,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,BAJO GRANDE,N,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,N,N,S,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,NERVITÍ,N,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,EL SALADO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SAN LUIS,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA ELENA,S,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SANTA ROSA,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SAN IGNACIO,N,N,N,N,N,N
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBACO,S,TURBACO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,CHIMI,S,S,S,N,S,N
2018,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN JACINTO,S,SAN JACINTO,S,S,S,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,S,VILLANUEVA,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,CASTAÑAL,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,VILLANUEVA,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA FE,S,S,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LA MONTAÑA DE ALONSO (MARTÍN ALONSO),N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PLAYALTA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,SAN JAVIER,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,SAN LUIS,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LA UNIÓN (TIQUISIO),N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,SAN MATEO,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,BAJO GRANDE,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,SAN ANTONIO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,ARMENIA,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,LOS CERRITOS,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,TASAJERA,N,N,N,N,N,N
2017,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BUENOS AIRES,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,REGIDOR,N,SAN ANTONIO,S,S,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LAS EUROPAS,S,S,S,N,S,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PUERTO LÓPEZ,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,LA FRÍA,N,N,N,N,N,N
2019,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,S,CANTAGALLO,S,S,S,N,S,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,TOMA RAZÓN,N,N,N,N,N,N
